s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,margin,label,gold_db,qwen_top1,ce_predicted,qwen_correct
0.95,0.7,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,candidate_poll,candidate_poll,candidate_poll,1
0.9,0.85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,1,yelp,yelp,restaurants,1
0.95,0.85,0.75,0.7,0.6,0.3,0.2,0.15,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.1,1,flight_1,flight_1,flight_1,1
0.95,0.1,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.85,0,flight_1,flight_1,flight_1,1
0.95,0.9,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,1,yelp,restaurant,yelp,0
0.95,0.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,yelp,yelp,yelp,1
0.95,0.75,0.6,0.5,0.2,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.2,1,flight_1,flight_1,flight_1,1
0.95,0.7,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.05,0.25,0,yelp,restaurant,restaurants,0
0.85,0.2,0.2,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.65,0,flight_1,flight_1,flight_1,1
0.9,0.85,0.75,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,yelp,epinions_1,epinions_1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,yelp,yelp,yelp,1
0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.9,0,flight_1,flight_1,flight_1,1
0.7,0.6,0.5,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.1,1,flight_1,flight_1,flight_1,1
0.95,0.1,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,yelp,yelp,yelp,1
0.85,0.2,0.2,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.65,0,flight_1,flight_1,flight_1,1
0.85,0.75,0.7,0.6,0.5,0.3,0.2,0.2,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.1,1,flight_1,flight_1,flight_1,1
0.95,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.85,0,flight_1,flight_1,flight_1,1
0.95,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,flight_1,flight_1,flight_1,1
0.85,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.75,0,flight_1,flight_1,flight_1,1
0.95,0.85,0.75,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.1,1,flight_1,aircraft,flight_1,0
0.95,0.2,0.1,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,flight_1,flight_1,flight_1,1
0.85,0.2,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.65,0,flight_1,flight_1,flight_1,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,flight_1,flight_1,flight_1,1
0.95,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.9,0,flight_1,flight_1,flight_1,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,flight_1,flight_1,flight_1,1
0.95,0.75,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.2,1,flight_4,flight_4,flight_4,1
0.95,0.9,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.05,1,flight_4,flight_4,flight_4,1
1.0,1.0,0.8,0.7,0.3,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,flight_4,aircraft,flight_2,0
0.9,0.85,0.75,0.75,0.7,0.6,0.2,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.05,1,flight_4,flight_company,flight_4,0
0.95,0.9,0.75,0.3,0.2,0.15,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,flight_4,flight_2,flight_2,0
0.85,0.7,0.6,0.5,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.15,1,flight_4,flight_2,flight_4,0
0.85,0.75,0.7,0.6,0.5,0.4,0.3,0.3,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.9,0.7,0.3,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,flight_4,flight_4,flight_4,1
0.85,0.1,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.75,0,flight_4,flight_4,flight_4,1
0.95,0.85,0.75,0.65,0.2,0.15,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_company,flight_4,0
0.85,0.75,0.65,0.5,0.3,0.2,0.15,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.92,0.9,0.85,0.15,0.1,0.08,0.07,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.03,1,flight_4,flight_company,flight_company,0
0.95,0.9,0.85,0.6,0.2,0.1,0.05,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.05,1,flight_4,flight_4,flight_4,1
0.85,0.6,0.3,0.2,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.25,0,flight_4,flight_4,flight_4,1
0.7,0.6,0.6,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.75,0.1,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,flight_4,flight_4,flight_4,1
0.95,0.85,0.65,0.2,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.75,0.6,0.3,0.15,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.2,1,flight_4,flight_4,flight_4,1
0.95,0.85,0.65,0.55,0.3,0.15,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.75,0.5,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,1,flight_4,flight_4,flight_4,1
0.95,0.85,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.85,0.1,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.85,0.15,0.1,0.05,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.85,0.75,0.65,0.2,0.15,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.85,0.75,0.65,0.3,0.15,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.85,0.75,0.6,0.3,0.2,0.2,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.7,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,flight_4,flight_4,flight_4,1
0.95,0.9,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,1,flight_4,flight_4,flight_4,1
0.95,0.75,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.2,1,flight_4,flight_4,flight_4,1
0.95,0.7,0.3,0.1,0.05,0.05,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,flight_4,flight_4,flight_4,1
0.9,0.85,0.85,0.8,0.15,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,flight_4,flight_4,flight_4,1
0.95,0.9,0.85,0.8,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,flight_4,flight_4,flight_4,1
0.95,0.75,0.6,0.3,0.1,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.2,1,flight_4,flight_4,flight_4,1
0.95,0.85,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.85,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.9,0.7,0.4,0.3,0.2,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0,flight_4,flight_4,flight_4,1
0.95,0.75,0.65,0.1,0.1,0.05,0.05,0.05,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.2,1,flight_4,flight_4,flight_4,1
0.95,0.7,0.6,0.3,0.2,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0,flight_4,flight_4,flight_4,1
0.95,0.75,0.65,0.35,0.15,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.2,1,flight_4,flight_4,flight_4,1
0.95,0.85,0.75,0.7,0.6,0.3,0.15,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.1,1,flight_4,flight_4,flight_4,1
0.95,0.75,0.7,0.65,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.2,1,flight_4,flight_4,flight_4,1
0.95,0.85,0.75,0.65,0.3,0.1,0.05,0.05,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.1,1,flight_company,flight_4,flight_4,0
0.95,0.9,0.85,0.75,0.65,0.4,0.3,0.25,0.2,0.15,0.1,0.05,0.05,0.05,0.0,0.05,1,flight_company,flight_company,flight_company,1
0.85,0.75,0.2,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.1,1,flight_company,flight_company,flight_company,1
0.85,0.8,0.75,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,flight_company,aircraft,flight_company,0
0.98,0.95,0.9,0.85,0.05,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.03,1,flight_company,flight_4,aircraft,0
0.85,0.75,0.7,0.65,0.6,0.3,0.2,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,flight_company,company_employee,culture_company,0
0.95,0.9,0.85,0.75,0.6,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.05,1,flight_company,flight_company,flight_4,1
0.95,0.9,0.7,0.5,0.4,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,flight_company,flight_4,flight_4,0
0.95,0.9,0.85,0.2,0.15,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,1,flight_company,flight_4,flight_4,0
0.95,0.85,0.75,0.1,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,flight_company,flight_company,flight_company,1
0.98,0.7,0.6,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.28,0,formula_1,formula_1,formula_1,1
0.95,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,formula_1,formula_1,formula_1,1
0.95,0.9,0.7,0.2,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,1,formula_1,formula_1,formula_1,1
0.95,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.95,0.9,0.9,0.85,0.8,0.8,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,formula_1,car_racing,formula_1,0
0.95,0.9,0.85,0.75,0.7,0.65,0.6,0.5,0.2,0.15,0.1,0.05,0.0,0.0,0.0,0.05,1,formula_1,car_racing,car_racing,0
0.95,0.85,0.2,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.95,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.85,0,formula_1,formula_1,formula_1,1
0.98,0.85,0.15,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.13,1,formula_1,formula_1,formula_1,1
0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.97,0,formula_1,formula_1,formula_1,1
0.9,0.85,0.75,0.65,0.3,0.25,0.2,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,1,formula_1,race_track,formula_1,0
0.98,0.95,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.03,1,formula_1,formula_1,car_road_race,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,formula_1,formula_1,formula_1,1
0.95,0.7,0.6,0.4,0.3,0.3,0.2,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.95,0.7,0.6,0.3,0.2,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,formula_1,european_football_1,formula_1,0
0.95,0.6,0.3,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.35,0,formula_1,formula_1,formula_1,1
0.95,0.7,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.95,0.85,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.95,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,formula_1,formula_1,formula_1,1
0.95,0.85,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.95,0.75,0.7,0.6,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.2,1,formula_1,formula_1,formula_1,1
0.85,0.75,0.7,0.7,0.7,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,formula_1,driving_school,formula_1,0
0.95,0.85,0.8,0.75,0.7,0.65,0.6,0.5,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1,formula_1,car_racing,car_racing,0
0.9,0.85,0.85,0.8,0.75,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,1,formula_1,car_racing,formula_1,0
0.95,0.6,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.35,0,formula_1,formula_1,formula_1,1
0.85,0.6,0.5,0.4,0.2,0.15,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.95,0.7,0.6,0.2,0.1,0.1,0.1,0.1,0.05,0.05,0.01,0.0,0.0,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.95,0.85,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.95,0.75,0.5,0.3,0.2,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.2,1,formula_1,formula_1,formula_1,1
0.95,0.85,0.1,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.95,0.9,0.2,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.05,1,formula_1,formula_1,car_road_race,1
0.95,0.15,0.1,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,formula_1,formula_1,formula_1,1
0.95,0.85,0.1,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.98,0.7,0.6,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.28,0,formula_1,formula_1,formula_1,1
0.95,0.9,0.2,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.05,1,formula_1,formula_1,formula_1,1
0.98,0.75,0.65,0.55,0.3,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.23,0,formula_1,formula_1,formula_1,1
0.95,0.9,0.2,0.15,0.1,0.05,0.05,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.05,1,formula_1,formula_1,formula_1,1
0.95,0.85,0.1,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.98,0.05,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0,formula_1,formula_1,formula_1,1
0.98,0.7,0.6,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.28,0,formula_1,formula_1,formula_1,1
0.98,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.93,0,formula_1,formula_1,formula_1,1
0.95,0.9,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.05,1,formula_1,formula_1,formula_1,1
0.95,0.7,0.3,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.98,0.7,0.6,0.3,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.28,0,formula_1,formula_1,formula_1,1
0.95,0.75,0.7,0.65,0.6,0.4,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,1,formula_1,formula_1,formula_1,1
0.9,0.7,0.6,0.5,0.2,0.2,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.2,0,formula_1,formula_1,formula_1,1
0.95,0.7,0.6,0.4,0.3,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.98,0.6,0.3,0.2,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.38,0,formula_1,formula_1,formula_1,1
0.9,0.6,0.5,0.4,0.3,0.2,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0,formula_1,formula_1,formula_1,1
0.95,0.7,0.2,0.1,0.1,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.98,0.05,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.93,0,formula_1,formula_1,formula_1,1
0.9,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.85,0,formula_1,flight_4,formula_1,0
0.95,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,formula_1,geo,formula_1,0
0.95,0.75,0.6,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.2,1,formula_1,formula_1,formula_1,1
0.9,0.85,0.3,0.2,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,formula_1,formula_1,formula_1,1
0.95,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,formula_1,formula_1,formula_1,1
0.9,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,formula_1,formula_1,formula_1,1
0.9,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,formula_1,formula_1,formula_1,1
0.98,0.7,0.6,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.28,0,formula_1,formula_1,formula_1,1
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,formula_1,formula_1,formula_1,1
0.85,0.75,0.7,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.1,1,formula_1,formula_1,car_racing,1
0.95,0.85,0.75,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.95,0.85,0.75,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.95,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.25,0,formula_1,formula_1,formula_1,1
0.9,0.85,0.8,0.7,0.2,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,formula_1,formula_1,car_racing,1
0.98,0.95,0.85,0.75,0.65,0.65,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.03,1,formula_1,formula_1,car_road_race,1
0.95,0.9,0.15,0.1,0.1,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.05,1,formula_1,formula_1,car_road_race,1
0.9,0.85,0.7,0.3,0.2,0.15,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,formula_1,formula_1,car_road_race,1
0.9,0.85,0.75,0.65,0.55,0.15,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.05,1,formula_1,formula_1,race_track,1
0.85,0.75,0.65,0.3,0.2,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,formula_1,formula_1,formula_1,1
0.95,0.9,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,formula_1,race_track,formula_1,0
0.95,0.9,0.7,0.6,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,1,formula_1,car_road_race,car_road_race,0
0.9,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0,formula_1,formula_1,formula_1,1
0.95,0.9,0.85,0.75,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,formula_1,car_racing,formula_1,0
0.85,0.75,0.75,0.7,0.65,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.1,1,formula_1,car_racing,car_racing,0
0.95,0.75,0.7,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.2,1,formula_1,car_racing,formula_1,0
0.85,0.75,0.6,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,european_football_2,european_football_2,soccer_1,1
0.95,0.95,0.95,0.95,0.95,0.9,0.9,0.9,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,1,tracking_orders,customers_and_orders,customers_and_orders,0
0.95,0.9,0.85,0.75,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,european_football_2,soccer_1,soccer_1,0
0.95,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.8,0,european_football_2,soccer_1,soccer_1,0
0.95,0.95,0.95,0.95,0.95,0.9,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,tracking_orders,customers_and_orders,customers_and_orders,0
0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,european_football_2,soccer_1,soccer_1,0
0.95,0.95,0.85,0.85,0.8,0.75,0.7,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,tracking_orders,tracking_orders,tracking_orders,1
0.95,0.9,0.75,0.7,0.7,0.65,0.6,0.5,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.05,1,tracking_orders,tracking_orders,tracking_orders,1
0.95,0.7,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,european_football_2,soccer_1,soccer_1,0
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,european_football_2,soccer_1,soccer_1,0
0.9,0.85,0.75,0.7,0.7,0.65,0.6,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.05,1,tracking_orders,tracking_orders,tracking_orders,1
0.95,0.95,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,tracking_orders,tracking_orders,tracking_orders,1
0.85,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.8,0,european_football_2,soccer_1,soccer_1,0
0.95,0.95,0.95,0.95,0.95,0.9,0.9,0.9,0.85,0.1,0.1,0.05,0.0,0.0,0.0,0.0,1,tracking_orders,products_gen_characteristics,products_gen_characteristics,0
